locus_tag; genomes
ECB_04157; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00256; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00387; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02119; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03395; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03394; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01623; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02393; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04215; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02478; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03336; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01250; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01979; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01080; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02454; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03613; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01098; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01891; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04092; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03939; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01306; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01307; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01432; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02045; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03203; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00429; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00881; Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02562; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00633; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02157; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01825; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-5_50K_11340_annotated.gd
ECB_02488; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01917; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01262; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01861; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00058; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01018; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01701; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03256; Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00072; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00389; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00672; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01659; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01654; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01656; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00929; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00928; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01030; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02738; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02739; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02423; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03266; Ara+6_50K_11371_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+5_50K_11367_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00243; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00800; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00935; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03896; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02389; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03076; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00018; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03892; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01748; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00907; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04028; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02391; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03448; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04216; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00353; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01176; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02921; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02653; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02652; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00037; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00690; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00746; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00966; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
